H	H+	C+	C+2	C+3	O+5	O+6	Si+	Si+2	Si+3
1.17489e+16	5.31691e+16	1.65823e+12	1.86464e+11	1.92123e+07	0	0	2.13735e+11	1.62000e+10	1.22373e+08
1.17489e+16	5.29587e+16	1.81270e+12	2.03287e+11	2.09181e+07	0	0	2.33970e+11	1.73299e+10	1.33406e+08
1.17489e+16	5.27254e+16	1.98088e+12	2.21484e+11	2.27572e+07	0	0	2.56070e+11	1.84815e+10	1.45344e+08
1.17489e+16	5.24594e+16	2.16362e+12	2.41082e+11	2.47295e+07	0	0	2.80168e+11	1.96282e+10	1.58207e+08
1.17489e+16	5.21631e+16	2.36212e+12	2.62182e+11	2.68439e+07	0	0	3.06444e+11	2.07574e+10	1.72066e+08
1.17489e+16	5.18258e+16	2.57723e+12	2.84777e+11	2.90951e+07	0	0	3.35036e+11	2.18371e+10	1.86924e+08
1.17490e+16	5.14504e+16	2.81028e+12	3.08973e+11	3.14926e+07	0	0	3.66157e+11	2.28334e+10	2.02856e+08
1.17489e+16	5.10290e+16	3.06221e+12	3.34764e+11	3.40312e+07	0	0	3.99971e+11	2.37000e+10	2.19871e+08
1.17490e+16	5.05486e+16	3.33363e+12	3.62029e+11	3.66909e+07	0	0	4.36589e+11	2.43967e+10	2.37912e+08
1.17489e+16	5.00101e+16	3.62574e+12	3.90796e+11	3.94714e+07	0	0	4.76218e+11	2.48655e+10	2.57019e+08
1.17490e+16	4.94036e+16	3.93909e+12	4.20919e+11	4.23507e+07	0	0	5.18977e+11	2.50422e+10	2.77130e+08
1.17490e+16	4.87277e+16	4.27457e+12	4.52311e+11	4.53150e+07	0	0	5.65018e+11	2.48784e+10	2.98229e+08
1.17489e+16	4.79735e+16	4.63247e+12	4.84695e+11	4.83270e+07	0	0	6.14373e+11	2.43464e+10	3.20200e+08
1.17490e+16	4.71409e+16	5.01344e+12	5.17892e+11	5.13643e+07	0	0	6.67135e+11	2.34140e+10	3.42997e+08
1.17490e+16	4.62339e+16	5.41835e+12	5.51723e+11	5.44057e+07	0	0	7.23370e+11	2.20986e+10	3.66595e+08
1.17490e+16	4.52590e+16	5.84829e+12	5.86015e+11	5.74325e+07	0	0	7.83146e+11	2.04457e+10	3.90987e+08
